caseID,anthrax,babesiosis,blackleg_black_quarter,cbpp,colibacillosis,cowdriosis,fmd_foot_and_mouth_disease,fasciolosis,lsd_lumpy_skin_disease_,lungworm_verminous_pneumonia,pasteurellosis_pneumonic,gi_parasites,rabies,trypanosomosis,tuberculosis,zz_other,coenurosis,contagious_ecthyma_orf_,haemonchosis,hypoglycemia_pregnancy_toxemia,mange_mites,nasal_bot,pox,ppr,trichostrongylosis,brucellosis,ccpp,mastitis,camel_calf_diarrhoea,plant_poisoning,abscess,respiratory_infections,sudden_death_unkown_d,african_horse_sickness,ascaris_foals,gi_non_infectious_colic,habronemiasis,heat_stress,epizootic_lymphangitis,ulcerative_lymphangitis,resp_lower_bact,resp_upper_bact,resp_asth_lungworm,resp_viral,strangles,tetanus,hemorrhagic_septicemia,region,location,species,age,breed,sex,app_disease,user_disease
72,-1,-1,-1,-1,-1,0.154715,-1,-1,-1,0.00645117,22.2395,-1,-1,-1,-1,9.24E-08,-1,0.326605,-1,0.0263393,0.000187062,-1,8.61808,64.1538,0.162743,0.0396745,4.178,0.0939645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Goats,7 - 12 months,Local,Male,PPR,-1
73,-1,-1,-1,-1,-1,15.514,-1,-1,-1,0.183069,0.000367834,-1,-1,-1,-1,3.21E-07,-1,12.9917,-1,2.43666,37.678,-1,0.202191,6.48E-05,4.98926,4.88208,0.034744,21.0878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Goats,7 - 12 months,Local,Female,zz_Other,17
74,-1,-1,-1,-1,-1,0.000593443,-1,0.00148796,-1,5.60996,39.3715,-1,-1,-1,-1,1.40E-08,0.000169463,1.71291,0.000380683,1.33E-05,0.000291329,37.5264,15.6188,0.123282,0.0341941,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
75,-1,-1,-1,-1,-1,0.600152,-1,0.012863,-1,0.51916,38.3384,-1,-1,-1,-1,2.75E-09,0.00266385,1.73694,0.00318664,0.00100513,0.000126682,0.822372,57.1317,0.764651,0.0668117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
76,-1,-1,-1,-1,-1,0.163518,-1,0.000131493,-1,20.341,15.4704,-1,-1,-1,-1,5.41E-11,0.00003831,2.91627,0.000243877,0.000525987,0.00252077,8.48346,52.6161,0.00424027,0.00149101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,13 - 24 months,Local,Male,Pasteurellosis_pneumonic,-1
77,-1,-1,-1,-1,-1,0.00171733,-1,0.000100696,-1,11.2475,12.9677,-1,-1,-1,-1,1.02E-09,0.0002203,0.0455771,2.54E-05,8.92E-05,1.10E-05,6.36934,69.2488,0.113773,0.00517604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,0 - 6 months,Local,Male,Pasteurellosis_pneumonic,-1
78,-1,-1,-1,-1,-1,0.0938976,-1,2.81E-05,-1,4.96369,19.8358,-1,-1,-1,-1,2.15E-11,0.000110752,0.167073,2.38E-05,0.00338493,5.27E-06,3.20207,71.723,0.0106411,0.000213066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,7 - 12 months,Local,Female,Pasteurellosis_pneumonic,-1
79,-1,-1,-1,-1,-1,0.0230825,-1,0.000106677,-1,18.8125,18.4496,-1,-1,-1,-1,3.77E-11,6.06E-05,4.46682,0.000253249,0.000832104,0.000229044,13.4207,44.8205,0.00392163,0.00137897,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
80,-1,-1,-1,-1,-1,2.73E-07,-1,0.542948,-1,0.0242283,0.0110462,-1,-1,-1,-1,2.54E-12,0.0122346,0.235474,0.210474,6.57E-06,0.143643,0.010521,0.00346959,0.000625251,98.8053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,13 - 24 months,Local,Male,zz_Other,12
83,-1,-1,-1,-1,-1,0.0252349,-1,0.576087,-1,1.59132,0.232118,-1,-1,-1,-1,1.40E-14,5.96464,1.84154,1.13048,0.241905,84.8283,0.226862,1.43687,8.37E-05,1.9046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,tulu clinic,Sheep,2 - 4 years,Local,Female,Mange mites,-1
84,-1,-1,-1,-1,-1,0.00367211,-1,-1,-1,0.00634474,0.00271958,-1,-1,-1,-1,2.75E-11,-1,4.07593,-1,0.00139956,0.446492,-1,0.11717,0.0229619,94.0242,1.00436,0.0107137,0.284003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Tulu clinic,Goats,0 - 6 months,Local,Male,Trichostrongylosis,-1
85,-1,-1,-1,-1,-1,5.89E-06,-1,41.5973,-1,0.0629263,0.0541321,-1,-1,-1,-1,1.31E-09,0.00226363,0.00220266,51.8615,0.0160385,0.000249053,8.61E-05,0.00659418,0.000118176,6.39652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Tulu clinic,Sheep,7 - 12 months,Local,Male,Fasciolosis,-1
86,8.23839,0.134084,11.721,0.010958,0.00423411,0.103454,0.42831,0.0722769,1.84217,39.7313,0.00534669,0.0313381,37.6506,0.000588222,0.0259791,3.37E-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Tulu clinic,Cattle,Older than 4 years,Local,Male,GI parasites,-1
87,-1,-1,-1,-1,-1,0.151792,-1,-1,-1,0.0276814,0.0143454,-1,-1,-1,-1,3.98E-12,-1,6.64787,-1,39.3053,0.279148,-1,0.91352,0.0969408,45.3722,3.15293,0.44287,3.5954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Tulu clinic,Goats,0 - 6 months,Local,Female,Trichostrongylosis,-1
88,57.0471,0.0165611,2.78069,0.000954824,0.000229679,0.0127779,0.079724,1.54E-05,0.200794,0.950337,0.000748357,1.54E-05,38.9098,6.97E-06,0.000215707,2.10E-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Cattle,2 - 4 years,Local,Female,zz_Other,76
89,57.0471,0.0165611,2.78069,0.000954824,0.000229679,0.0127779,0.079724,1.54E-05,0.200794,0.950337,0.000748357,1.54E-05,38.9098,6.97E-06,0.000215707,2.10E-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Cattle,13 - 24 months,Local,Female,zz_Other,76
90,3.96241,0.000961995,0.706426,0.00015101,0.0887492,0.00614033,0.0707011,0.00178223,0.211954,3.15751,7.37E-05,0.00618603,91.7869,0.000030125,1.64E-05,1.34E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Cattle,13 - 24 months,Local,Male,GI parasites,-1
91,3.96241,0.000961995,0.706426,0.00015101,0.0887492,0.00614033,0.0707011,0.00178223,0.211954,3.15751,7.37E-05,0.00618603,91.7869,0.000030125,1.64E-05,1.34E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Cattle,13 - 24 months,Local,Female,GI parasites,-1
92,-1,-1,-1,-1,-1,0.0259511,-1,0.00118057,-1,4.01445,3.01855,-1,-1,-1,-1,3.70E-12,0.0278871,74.905,0.0112441,0.00219165,0.0479415,9.39326,8.51272,5.69E-05,0.0395392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
93,0.0066871,0.00335502,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00258372,0.006266,0.00343886,-1,1.25E-11,-1,-1,-1,-1,0.000381522,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0281365,0.0137869,0.00685347,0.131033,0.0446652,0.114121,0.00327445,4.87428,3.53102,72.9519,18.1362,0.111452,0.0305071,-1,Oromia,Batu clinic,Horse/Mule,2 - 4 years,Local,Male,Resp_asth_lungworm,-1
94,-1,-1,-1,-1,-1,0.00602172,-1,4.04451,-1,0.455425,9.34756,-1,-1,-1,-1,4.22E-12,5.35619,5.21191,2.67193,37.9502,0.254718,0.20372,2.93391,0.0525795,31.5113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,tulu clinic,Sheep,2 - 4 years,Local,Female,zz_Other,12
95,-1,-1,-1,-1,-1,0.151792,-1,-1,-1,0.0276814,0.0143454,-1,-1,-1,-1,3.98E-12,-1,6.64787,-1,39.3053,0.279148,-1,0.91352,0.0969408,45.3722,3.15293,0.44287,3.5954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,tulu clinic,Goats,13 - 24 months,Local,Male,zz_Other,12
96,28.9166,0.152536,58.3164,0.0339412,0.0210664,0.117691,1.6168,2.51E-05,2.78952,0.189715,0.0266019,5.23E-05,7.81858,9.10E-05,0.0003518,1.24E-10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,tulu clinic,Cattle,Older than 4 years,Local,Male,zz_Other,76
97,16.3035,0.265347,33.9657,0.0498682,0.0100318,0.204731,2.17451,0.32892,9.3526,31.9808,0.00789232,0.324728,4.90929,0.0037945,0.118227,4.40E-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,tulu clinic,Cattle,7 - 12 months,Local,Male,zz_Other,87
98,16.3035,0.265347,33.9657,0.0498682,0.0100318,0.204731,2.17451,0.32892,9.3526,31.9808,0.00789232,0.324728,4.90929,0.0037945,0.118227,4.40E-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,tulu clinic,Cattle,7 - 12 months,Local,Male,zz_Other,87
99,-1,-1,-1,-1,-1,1.37E-05,-1,49.6647,-1,0.196225,0.34777,-1,-1,-1,-1,1.04E-10,0.0270553,1.28624,25.0798,0.0861143,0.102249,0.00788156,0.0169239,0.000178868,23.1848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,tulu clinic,Sheep,2 - 4 years,Local,Female,Fasciolosis,-1
100,-1,-1,-1,-1,-1,1.37E-05,-1,49.6647,-1,0.196225,0.34777,-1,-1,-1,-1,1.04E-10,0.0270553,1.28624,25.0798,0.0861143,0.102249,0.00788156,0.0169239,0.000178868,23.1848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Tulu clinic,Sheep,2 - 4 years,Local,Male,Fasciolosis,-1
101,-1,-1,-1,-1,-1,0.103795,-1,-1,-1,0.0816496,0.00980933,-1,-1,-1,-1,9.66E-12,-1,44.5086,-1,1.43131,0.396442,-1,0.909042,0.013119,31.0252,10.7527,0.163181,10.6051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,tulu clinic,Goats,13 - 24 months,Local,Male,Trichostrongylosis,-1
102,-1,-1,-1,-1,-1,0.0252349,-1,0.576087,-1,1.59132,0.232118,-1,-1,-1,-1,1.40E-14,5.96464,1.84154,1.13048,0.241905,84.8283,0.226862,1.43687,8.37E-05,1.9046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,tulu clinic,Sheep,Older than 4 years,Local,Female,Mange mites,-1
103,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,,Cattle,0 - 6 months,Cross,Male,Anthrax,-1
106,0.317632,0.000352636,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.15E-07,2.72E-05,0.00952881,-1,2.79E-05,-1,-1,-1,-1,5.54E-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.155,4.15E-06,2.59E-08,5.37E-06,4.30E-05,2.77836,0.000317122,0.475638,3.13268,0.00150343,0.011644,57.1172,8.92E-06,-1,Amhara,dessi-boru,Horse/Mule,2 - 4 years,Local,Male,Strangles,-1
108,-1,-1,-1,-1,-1,1.83E-05,-1,0.0305236,-1,14.7317,61.9071,-1,-1,-1,-1,1.11E-05,4.31E-07,5.05E-06,0.000181062,0.000136783,2.52E-06,0.000241244,11.3512,11.9752,0.00376997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
109,-1,-1,-1,-1,-1,0.000390909,-1,10.0487,-1,0.0525553,3.55755,-1,-1,-1,-1,2.69E-05,0.00665377,0.000435762,2.37556,0.0297039,0.0119469,3.48E-06,1.30162,6.08518,76.5297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Sheep,13 - 24 months,Local,Female,Trichostrongylosis,-1
110,-1,-1,-1,-1,-1,4.78E-05,-1,0.000110873,-1,3.13039,37.3874,-1,-1,-1,-1,4.89E-10,1.13E-06,1.32E-05,4.96E-06,0.000357965,6.59E-06,0.000631342,28.9445,30.5357,0.000780552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Sheep,Older than 4 years,Local,Male,Pox,-1
111,-1,-1,-1,-1,-1,1.63715,-1,-1,-1,2.70E-06,0.107318,-1,-1,-1,-1,6.32648,-1,0.000526853,-1,3.10E-06,0.00586836,-1,22.3664,67.9164,1.53077,5.05E-05,0.106391,0.00263087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,Older than 4 years,Local,Female,zz_Other,58
112,0.195312,1.44055,0.0779367,0.00696209,0.00135426,0.0222441,0.588951,2.94649,0.716267,91.1169,0.000845319,1.69138,0.916897,0.206611,0.0712891,2.65E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Cattle,Older than 4 years,Local,Male,zz_Other,21
113,-1,-1,-1,-1,-1,3.16506,-1,-1,-1,0.000215273,3.95018,-1,-1,-1,-1,6.65E-05,-1,0.636845,-1,0.0836092,0.0650611,-1,26.6592,53.5292,9.56622,0.134639,1.68203,0.527617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,2 - 4 years,Local,Male,zz_Other,85
114,11.3381,0.216161,6.47314,0.00326292,0.00016649,0.0623194,0.29649,0.00160287,5.49882,26.7388,0.00108452,0.00023166,49.2363,0.00707062,0.126256,0.000187689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Cattle,Older than 4 years,Cross,Male,zz_Other,50
115,12.763,0.0673251,37.6907,0.0344496,16.9317,0.42973,14.8316,0.000993409,16.6393,0.355218,0.00875787,0.018164,0.227374,0.00132482,0.00035707,1.04E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Cattle,Older than 4 years,Local,Female,Colibacillosis,-1
116,2.12478,0.699794,6.96419,1.30552,0.159168,0.619822,28.6304,0.0173314,50.6104,3.28719,0.282703,0.0395861,0.0249787,1.00412,4.22999,3.55E-10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,-1
117,-1,-1,-1,-1,-1,2.49E-05,-1,-1,-1,3.56E-05,7.08047,-1,-1,-1,-1,5.20E-11,-1,3.46E-07,-1,6.56E-09,3.28E-07,-1,0.179651,91.7872,0.000518216,2.76E-08,0.952085,2.11E-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Goats,2 - 4 years,Local,Female,PPR,-1
118,-1,-1,-1,-1,-1,98.5319,-1,-1,-1,0.0001434,0.00450004,-1,-1,-1,-1,1.98E-11,-1,0.176739,-1,0.554386,0.00869769,-1,0.145291,0.0132996,0.0180379,0.132569,0.0303824,0.384022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,0 - 6 months,Local,Female,zz_Other,73
119,-1,-1,-1,-1,-1,0.00310415,-1,-1,-1,4.44356,0.00360662,-1,-1,-1,-1,9.89E-11,-1,1.682,-1,0.00284545,60.7637,-1,2.4878,0.0262234,15.9356,10.6545,0.575419,3.42168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,2 - 4 years,Local,Male,Mange mites,-1
120,-1,-1,-1,-1,-1,0.0544727,-1,-1,-1,0.38004,0.00136059,-1,-1,-1,-1,4.95E-09,-1,5.55819,-1,0.106679,56.2754,-1,2.81,0.00207049,16.0064,12.5617,0.296106,5.94766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,2 - 4 years,Local,Male,Mange mites,-1
121,-1,-1,-1,-1,-1,0.000394066,-1,0.000617886,-1,8.96343,34.9968,-1,-1,-1,-1,1.04E-07,0.00045133,4.75E-05,1.69E-05,0.000820159,9.82E-05,0.0165323,26.2259,29.7907,0.00413834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Sheep,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
122,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Addis_ababa,,Cattle,0 - 6 months,Cross,Male,Anthrax,-1
123,-1,-1,-1,-1,-1,20.0142,-1,-1,-1,0.0128442,0.182298,-1,-1,-1,-1,2.92E-14,-1,18.5556,-1,7.88298,0.0559851,-1,11.904,0.0156109,0.112342,11.874,1.2679,28.1223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Goats,0 - 6 months,Local,Female,Contagious ecthyma /Orf/,-1
124,-1,-1,-1,-1,-1,0.00237797,-1,0.00169241,-1,45.124,8.52576,-1,-1,-1,-1,1.10E-09,1.13E-05,0.000250815,0.00211061,3.71E-05,0.000371117,0.0264132,46.241,0.0744216,0.00153332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
125,0.00142133,0.716831,0.0587006,0.332302,0.117584,0.0477702,3.816,7.4604,0.167011,0.840923,0.0155676,66.9025,0.000606673,18.9659,0.556483,4.11E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Cattle,Older than 4 years,Local,Male,GI parasites,-1
127,0.37964,0.481928,0.849747,41.5152,0.0102673,0.886542,5.13957,1.66E-05,14.4038,5.50464,27.7156,0.000286535,0.296016,0.149257,2.66753,2.63E-10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,CBPP,50
128,-1,-1,-1,-1,-1,4.57E-05,-1,0.000230207,-1,0.352554,38.1967,-1,-1,-1,-1,8.42E-06,3.99E-08,0.00010088,2.29E-06,3.63E-05,5.19E-06,0.000420309,29.6615,31.788,0.000451366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
129,0.439869,0.234633,9.04761,0.0330196,0.00495606,57.4478,27.6053,2.01E-06,4.96164,0.0164863,0.00463819,1.56E-05,0.170487,0.0182618,0.0152555,6.29E-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Female,zz_Other,28
130,3.11226,0.000105942,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.00E-09,1.37E-05,0.000145198,-1,8.95E-07,-1,-1,-1,-1,2.58E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85.7133,9.56E-08,5.78E-06,4.45E-07,0.000484831,0.0627776,1.40E-05,0.10049,0.488928,0.000552268,0.0106018,10.5103,7.74E-06,-1,Amhara,dessi-boru,Horse/Mule,Older than 4 years,Local,Male,Strangles,-1
131,0.000298036,0.01293,0.00391473,0.00115817,64.1878,0.0500267,0.486405,0.221047,0.254756,0.328941,0.000118457,33.3793,0.000857482,1.01787,0.00566786,0.0489892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,Colibacillosis,50
132,0.00214758,0.0249029,0.0350454,7.71901,0.000761725,72.8581,13.5168,2.36E-07,1.62299,0.160329,1.11988,4.03E-05,0.00293634,0.295616,2.64141,2.18E-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Cattle,Older than 4 years,Exotic,Female,Blackleg /Black quarter,-1
133,0.181334,0.214579,3.73796,0.1477,0.0214641,43.2912,47.4447,0.00023547,4.35542,0.028609,0.130569,0.000314348,0.0680478,0.275233,0.102644,5.96E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Cattle,Older than 4 years,Exotic,Male,Blackleg /Black quarter,-1
134,0.181334,0.214579,3.73796,0.1477,0.0214641,43.2912,47.4447,0.00023547,4.35542,0.028609,0.130569,0.000314348,0.0680478,0.275233,0.102644,5.96E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Cattle,Older than 4 years,Exotic,Male,Blackleg /Black quarter,-1
135,0.0277212,1.09979,0.394372,35.4297,0.00182977,17.4233,9.33893,2.06E-06,23.5982,0.514081,7.65652,2.52E-05,0.00254804,0.35167,4.16139,2.50E-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,CBPP,-1
136,1.02E-06,0.0025714,0.000915345,0.0010701,0.122167,0.0068349,0.267591,0.390178,0.0133564,0.025502,3.53E-05,8.40234,4.14E-07,90.6975,0.0698892,3.59E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,GI parasites,-1
137,3.75142,0.0440824,32.2919,0.0908846,0.00308581,3.80687,8.56335,0.000489635,49.23,0.219033,1.93775,0.000267081,0.0483436,0.00561877,0.00686376,8.51E-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Female,Blackleg /Black quarter,-1
