caseID,abdominal_pain_rolling_kicking_stomach,anaemia_pallor,ataxia_incoordinated_movement,anorexia_loss_of_appetite,constipation,depression_apathy,diarrhoea,abnormal_breathing_,dyspnoea_difficulty_breathing,staring_rough_coat,fecal_output_absence_of,hair_loss_alopecia,stunted_growth,lymphnode_enlargement,nasal_discharge_serous,submandibular_ventral_oedema,weakness,nasal_discharge_mucopurullent,weight_loss_emaciation,occular_discharge_invol_eyelid_closure,pyrexia_fever,swelling_neck_area,icterus_yellowish_mucous_membrane,coughing_including_owner_reported,dysentery_bloody_diarrhea,dehydration,occular_nasal_discharge,abortion,congested_mucous_membrane,dyspnoea_coughing,lameness,nodular_lesions_painful,sudden_death,region,location,species,age,breed,sex,app_disease,user_disease
102, ,Absent,Absent,Absent,Absent,Present,Absent, , ,Present, , ,Absent,Absent, , ,Absent,Present, ,Absent, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Oromia,tulu clinic,Sheep,Older than 4 years,Local,Female,Mange mites,-1
103, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Amhara,,Cattle,0 - 6 months,Cross,Male,Anthrax,-1
106,Absent,Absent, ,Present, ,Present,Absent,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Present,Present,Present,Present,Present,Present, ,Present, , , , , , , , ,Amhara,dessi-boru,Horse/Mule,2 - 4 years,Local,Male,Strangles,-1
108, ,Absent,Absent,Present,Absent,Present,Absent, , , , , ,Absent, , , ,Present,Present, ,Present, ,Present, , , ,Absent,Present,Present, , ,Present, , ,Amhara,dessi-boru,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
109, ,Present, ,Present, ,Present,Present, , , , , ,Absent,Present, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Present,Absent, , ,Absent, , ,Amhara,dessi-boru,Sheep,13 - 24 months,Local,Female,Trichostrongylosis,-1
110, ,Absent,Absent,Present,Absent,Present,Absent, , , , , ,Absent, , , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Present,Present, , ,Present, , ,Amhara,dessi-boru,Sheep,Older than 4 years,Local,Male,Pox,-1
111, ,Present, ,Present, ,Present,Present, , ,Present, , , ,Present, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Present,Present,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,Older than 4 years,Local,Female,zz_Other,58
112, ,Present,Absent,Absent,Absent, ,Absent, ,Absent, , , ,Absent,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Local,Male,zz_Other,21
113, ,Absent,Absent,Present, ,Present,Present, , , , , , , , , ,Absent,Present, ,Absent, ,Present, , , ,Absent,Present,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Male,zz_Other,85
114, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Absent, , ,Absent,Present, , ,Absent,Absent, ,Absent, ,Absent, , , ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Cross,Male,zz_Other,50
115, ,Absent,Absent,Present,Absent, ,Present, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,olanciti,Cattle,Older than 4 years,Local,Female,Colibacillosis,-1
116, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Absent, , , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,olanciti,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,-1
117, ,Absent,Absent,Present,Absent,Present,Present, , ,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Present,Present, , ,Present, , ,Oromia,olanciti,Goats,2 - 4 years,Local,Female,PPR,-1
118, ,Absent,Present,Absent,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent,Present,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,0 - 6 months,Local,Female,zz_Other,73
119, ,Present,Absent,Absent,Absent, ,Absent, , , , , ,Absent, , , ,Absent, , ,Present, ,Absent, ,Absent, ,Absent,Absent, , , ,Absent, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Male,Mange mites,-1
120, ,Absent,Absent,Present,Absent,Absent,Absent, , , , , , , , , , ,Present, ,Present, ,Absent, , , ,Absent,Absent,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Male,Mange mites,-1
121, ,Absent, ,Absent,Absent,Present,Absent, , , , , , , , , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Present,Present, , ,Present, , ,Amhara,kombolcha,Sheep,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
122, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Addis_ababa,,Cattle,0 - 6 months,Cross,Male,Anthrax,-1
123, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Oromia,olanciti,Goats,0 - 6 months,Local,Female,Contagious ecthyma /Orf/,-1
124, ,Present,Absent,Absent,Absent,Present,Absent, , ,Present, , ,Absent,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Oromia,olanciti,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
125, ,Present,Absent,Present,Absent, ,Absent, ,Absent,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,olanciti,Cattle,Older than 4 years,Local,Male,GI parasites,-1
127, ,Absent,Absent,Present,Absent, ,Absent, ,Present,Absent, , ,Absent, , , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,CBPP,50
128, ,Absent,Absent,Present,Absent,Present,Absent, , , , , ,Present,Present, , ,Absent,Present, , , ,Present, , , ,Absent,Present,Present, , ,Present, , ,Amhara,dessi-boru,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
129, ,Absent,Present,Present,Absent, ,Absent, ,Absent, , , , ,Present, , ,Absent,Present, ,Absent, ,Present, , , ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Female,zz_Other,28
130, ,Absent,Absent,Present, ,Present,Absent,Present, , ,Absent,Absent, ,Present, ,Absent, ,Present,Present,Absent,Present,Present,Present, , , , , , , , , , ,Amhara,dessi-boru,Horse/Mule,Older than 4 years,Local,Male,Strangles,-1
131, , , ,Present, , ,Present, ,Absent, , , , , , , ,Absent,Present, ,Present, ,Absent, , , ,Present, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,Colibacillosis,50
132, ,Absent,Present,Present, , ,Absent, ,Present, , , , ,Present, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Exotic,Female,Blackleg /Black quarter,-1
133, ,Absent,Present,Present,Absent, ,Absent, ,Absent, , , , ,Present, , , ,Present, , , ,Present, , , ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Exotic,Male,Blackleg /Black quarter,-1
134, ,Absent,Present,Present,Absent, ,Absent, ,Absent, , , , ,Present, , , ,Present, , , ,Present, , , ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Exotic,Male,Blackleg /Black quarter,-1
135, ,Absent, ,Present,Absent, ,Absent, ,Present, , , ,Absent,Present, , ,Absent,Present, ,Present, ,Present, , , ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,CBPP,-1
136, ,Present,Absent,Present,Present, ,Present, ,Absent,Present, , ,Present,Present, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,GI parasites,-1
137, ,Absent, ,Present,Absent, ,Absent, ,Absent, , , ,Absent,Present, , ,Present,Present, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Female,Blackleg /Black quarter,-1
138, ,Absent,Absent,Absent,Absent,Present,Absent, , ,Present, , , , , , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Female,Mange mites,-1
139, ,Absent, ,Present,Present,Present,Present, , , , , ,Present, , , ,Absent,Present, ,Present, ,Present, ,Absent, ,Present,Present,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Female,zz_Other,85
141,Absent,Absent,Absent,Present, ,Present,Absent,Present, , ,Absent,Absent, ,Absent, ,Present, ,Present,Absent,Absent,Absent,Present,Absent, ,Present, , , , , , , , ,Oromia,olanciti,Horse/Mule,Older than 4 years,Local,Male,Resp_viral,-1
142, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Absent,Present, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,olanciti,Cattle,2 - 4 years,Local,Male,zz_Other,51
143, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,olanciti,Cattle,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,-1
144, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,olanciti,Cattle,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,-1
145, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,olanciti,Cattle,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,-1
147, ,Present,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,olanciti,Cattle,Older than 4 years,Local,Male,GI parasites,-1
148, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Present, , ,Present,Absent, , ,Absent,Present, , , ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,olanciti,Cattle,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,-1
149, ,Absent,Absent,Present,Absent,Present,Absent, , ,Present, , ,Present,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Oromia,olanciti,Sheep,7 - 12 months,Local,Female,Pasteurellosis_pneumonic,-1
150, ,Absent,Absent,Present,Absent,Present,Absent, , ,Present, , ,Present,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Oromia,olanciti,Sheep,7 - 12 months,Local,Female,Pasteurellosis_pneumonic,-1
152, ,Absent, ,Present, ,Present,Absent, , , , , , ,Present, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Present, , , ,Present, , ,Amhara,kombolcha,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
153, ,Present, ,Absent,Absent,Present,Absent, , , , , , ,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Present,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,Older than 4 years,Local,Female,Pox,-1
154, ,Absent, ,Absent, ,Present,Absent, , , , , , ,Present, , ,Absent,Present, ,Present, ,Absent, , , ,Absent,Absent,Absent, , ,Present, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Female,Pox,-1
155, ,Absent,Absent,Absent,Absent, ,Absent, ,Present, , , , ,Present, , ,Present,Absent, ,Absent, ,Present, , , ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,-1
156, ,Absent, ,Present, , ,Present, ,Absent, , , , ,Absent, , ,Absent,Present, ,Present, ,Absent, , , ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Local,Male,GI parasites,-1
157, , ,Present,Absent,Present,Present,Absent, , ,Absent, , , ,Present, , ,Absent,Present, ,Absent, ,Absent, , , ,Absent,Absent,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Female,Hypoglycemia /Pregnancy toxemia,-1
158, , ,Present,Absent,Present,Present,Absent, , , , , , ,Present, , ,Absent,Present, ,Absent, ,Absent, , , ,Absent,Absent,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Female,Hypoglycemia /Pregnancy toxemia,-1
159, ,Absent, ,Absent,Absent,Present,Absent, , , , , , ,Present, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Present,Present, , ,Absent, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Male,Pox,-1
160, ,Absent,Present,Present, , ,Present, ,Absent,Absent, , ,Present,Present, , ,Absent,Present, ,Present, ,Present, , , ,Present, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,Colibacillosis,-1
161, , ,Present,Present,Present, ,Absent, ,Absent, , , , ,Absent, , ,Present,Present, , , ,Present, , , ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Exotic,Female,zz_Other,28
162, ,Present,Absent,Present,Absent,Absent,Present, , ,Absent, , ,Absent, , , ,Absent, , ,Present, ,Absent, ,Absent, ,Absent,Present,Absent, , ,Absent, , ,Amhara,dessi-boru,Sheep,2 - 4 years,Local,Female,Trichostrongylosis,-1
163, ,Present,Absent,Absent, ,Present,Present, , , , , ,Absent,Absent, , , ,Present, ,Present, ,Absent, , , ,Absent,Present,Absent, , ,Present, , ,Amhara,dessi-boru,Sheep,2 - 4 years,Local,Female,Trichostrongylosis,-1
164, ,Present, , , ,Present,Present, , , , , , ,Absent, , ,Absent,Present, ,Present, ,Present, , , ,Absent,Present, , , , , , ,Amhara,dessi-boru,Sheep,2 - 4 years,Local,Female,PPR,-1
165, ,Present, ,Absent, , ,Absent, ,Absent, , , , ,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,GI parasites,50
166,Absent,Present,Present,Absent, ,Absent,Absent,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Absent,Absent,Present,Absent,Absent,Absent, ,Absent, , , , , , , , ,Amhara,dessi-boru,Horse/Mule,Older than 4 years,Local,Male,zz_Other,72
167, ,Present, ,Absent, , ,Absent, ,Absent, , , , ,Absent, , ,Absent,Present, ,Present, ,Absent, , , ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,GI parasites,-1
168, ,Present,Absent,Absent, ,Present,Present, , , , , , , , , ,Present,Absent, ,Present, ,Absent, , , ,Absent,Absent,Absent, , ,Absent, , ,Amhara,Dessi-boru,Sheep,Older than 4 years,Local,Male,Fasciolosis,-1
169, ,Present,Absent,Absent, , ,Absent, ,Absent, , , ,Present,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Female,GI parasites,-1
170, ,Absent, ,Present, , ,Present, ,Present, , , , ,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Present, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,Colibacillosis,-1
171, ,,,, ,,, , ,, , ,,, , ,,, ,, ,, ,, ,,,, , ,, , ,Amhara,dessi-boru,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
173, ,Present,Absent,Absent, , ,Absent, , , , , ,Present,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent, , , , ,Absent, , ,Amhara,dessi-boru,Sheep,2 - 4 years,Local,Male,Trichostrongylosis,50
174, ,Present, , , ,Absent,Absent, , ,Present, , ,Present,Present, , , ,Present, ,Present, ,Present, , , ,Absent,Absent,Present, , ,Absent, , ,Somalia,jigjiga clinic,Goats,Older than 4 years,Local,Female,CCPP,-1
175, ,Absent,Absent,Absent,Present,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Absent, ,Absent,Absent, , , ,Present, , ,Somalia,jigjiga clinic,Goats,13 - 24 months,Local,Female,Lungworm /Verminous pneumonia,-1
176, ,Present,Absent,Present,Absent,Present,Absent, , ,Present, , ,Present,Absent, , ,Present,Present, ,Present, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Oromia,olancit,Sheep,7 - 12 months,Local,Male,Pasteurellosis_pneumonic,-1
177, ,Absent,Absent,Present,Absent,Present,Absent, , ,Present, , ,Absent,Absent, , ,Absent,Absent, ,Absent, ,Present, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Oromia,olanciti,Sheep,13 - 24 months,Local,Female,zz_Other,50
178, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Present, , ,Absent,Present, , ,Absent,Absent, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,olanciti,Cattle,7 - 12 months,Local,Male,zz_Other,30
179, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Absent, , ,Absent,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,olanciti,Cattle,Older than 4 years,Local,Female,zz_Other,28
180,Absent,Absent,Absent,Present, ,Present,Absent,Present, , ,Absent,Absent, ,Absent, ,Absent, ,Present,Absent,Absent,Absent,Present,Present, ,Absent, , , , , , , , ,Oromia,olanciti,Horse/Mule,2 - 4 years,Local,Male,African horse sickness,-1
181, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,olanciti,Cattle,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,-1
182, , , , , , ,Present, , ,Present, , , , , , , , , ,Present, , , , , ,Present, , , , , , , ,Oromia,Holeta,Cattle,0 - 6 months,Local,Female,Colibacillosis,-1
183, ,Absent,Absent,Absent,Absent,Present,Absent, , ,Present, , ,Absent,Present, , ,Absent,Absent, ,Absent, ,Present, ,Absent, ,Absent,Absent,Present, , ,Absent, , ,Amhara,Chefa Robit /Kemissie,Sheep,2 - 4 years,Local,Female,Pox,-1
184, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Absent, , , ,Absent, , ,Absent,Absent, , , ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,cvma,Cattle,Older than 4 years,Local,Male,Rabies,-1
185, ,Present, ,Present, ,Present,Present, , , , , , ,Absent, , ,Absent,Present, ,Present, ,Absent, , , ,Absent,Absent,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Male,Trichostrongylosis,-1
186, ,Present, ,Absent,Absent,Present,Absent, , ,Absent, , , ,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Amhara,kombolcha,Sheep,2 - 4 years,Local,Male,Lungworm /Verminous pneumonia,-1
187, ,Present, ,Absent,Absent, ,Absent, ,Absent,Present, , , ,Absent, , ,Absent,Absent, ,Present, ,Absent, , , ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Local,Male,zz_Other,21
188, ,Absent, ,Present,Absent, ,Absent, ,Absent,Present, , , , , , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Exotic,Female,FMD (Foot & Mouth Disease),-1
189, ,Absent,Present,Present,Absent,Present,Absent, , , , , , ,Present, , ,Absent,Present, ,Absent, ,Present, , , ,Absent,Present,Absent, , ,Absent, , ,Amhara,dessi-boru,Sheep,2 - 4 years,Local,Male,zz_Other,3
190,Absent,Absent, ,Present, ,Present,Absent,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Present,Present,Present,Present,Present,Present, ,Present, , , , , , , , ,Amhara,dessi-boru,Horse/Mule,2 - 4 years,Local,Male,Strangles,-1
191, ,Present,Absent,Absent, , ,Absent, ,Absent, , , ,Absent,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessi-boru,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,50
192, , ,Present,Present,Present, ,Absent, ,Present,Present, , ,Present,Present, , , ,Present, ,Present, ,Present, ,Present, , , , , , , , , ,Somalia,jigjiga clinic,Cattle,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
193, , , ,Present, , ,Absent, ,Present,Present, , ,Present,Present, , ,Absent,Absent, ,Absent, ,Present, , , ,Absent, , , , , , , ,Somalia,jigjiga clinic,Cattle,2 - 4 years,Local,Female,CBPP,-1
194, , ,Present,Present,Absent,Absent,Absent, , ,Absent, , , ,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Absent, ,Absent,Absent,Present, , ,Absent, , ,Somalia,jigjiga clinic ,Goats,13 - 24 months,Local,Female,Hypoglycemia /Pregnancy toxemia,-1
197, , , ,Present, , ,Present, , , , , , , , , , , , , , ,Present, , , , , , , , , , , ,Somalia,jigjiga clinic,Cattle,13 - 24 months,Local,Female,Colibacillosis,-1
198,Absent, , ,Present, ,Present,Absent, , , ,Absent,Absent, ,Present, ,Absent, ,Present,Absent,Present,Absent,Present,Absent, ,Absent, , , , , , , , ,Amhara,kombolcha,Horse/Mule,Older than 4 years,Local,Male,Epizootic lymphangitis,-1
199, , , ,Present, , ,Absent, ,Present,Present, , , ,Present, , ,Present,Present, ,Present, ,Absent, , , ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Local,Male,zz_Other,21
200, , , ,Present, ,Present,Absent, , , , , , , , , ,Absent,Present, , , ,Absent, , , ,Absent,Absent,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,Older than 4 years,Local,Female,Hypoglycemia /Pregnancy toxemia,-1
201, ,Present, ,Absent, ,Present,Absent, , , , , , ,Present, , ,Absent,Present, ,Present, ,Absent, , , ,Absent, ,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,Older than 4 years,Local,Female,Mange mites,-1
204, ,Absent,Absent,Present,Absent, ,Present, ,Absent, , , , ,Present, , ,Absent,Present, ,Present, ,Absent, , , , , , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Local,Male,Colibacillosis,-1
205, , ,Present,Present,Absent,Present,Absent, , , , , ,Present,Present, , ,Absent,Present, ,Present, ,Present, , , ,Absent,Present, , , ,Present, , ,Amhara,kombolcha,Goats,Older than 4 years,Local,Male,Pox,-1
206, , ,Absent,Absent,Absent, ,Absent, ,Present,Absent, , ,Absent,Present, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Cross,Female,Lungworm /Verminous pneumonia,50
207, , , ,Present, ,Present,Absent, , , , , , ,Present, , ,Absent,Present, ,Present, ,Present, , , ,Absent,Present,Absent, , ,Present, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Female,Pox,50
208, ,Absent,Absent,Present,Absent, ,Absent, ,Absent, , , , ,Present, , ,Present,Present, ,Present, ,Present, , , ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Local,Male,LSD (Lumpy Skin Disease/,50
209, , ,Present,Present,Absent, ,Absent, ,Absent, , , , ,Present, , , ,Present, ,Present, ,Present, ,Present, ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Exotic,Female,zz_Other,28
210, ,Absent, ,Absent, ,Present,Absent, , ,Present, , , ,Present, , ,Absent,Present, ,Present, ,Present, , , ,Absent,Absent,Present, , ,Absent, , ,Amhara,kombolcha,Sheep,2 - 4 years,Local,Male,Pox,50
211, ,Present, ,Present, , ,Absent, ,Present, , , , ,Present, , ,Present,Present, ,Present, ,Present, , , ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Exotic,Male,Pasteurellosis_pneumonic,-1
212, , , ,Present,Absent, ,Absent, ,Absent, , , , ,Present, , ,Absent,Present, , , ,Present, , , ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Local,Female,LSD (Lumpy Skin Disease/,-1
213, ,Present, ,Present, , ,Absent, ,Absent,Present, , , ,Present, , ,Present,Present, ,Present, , , , , ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,2 - 4 years,Local,Male,FMD (Foot & Mouth Disease),50
214, ,Absent, ,Absent, ,Present,Absent, , , , , , ,Present, , ,Absent,Present, ,Absent, ,Present, , , ,Absent, ,Absent, , ,Present, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,50
215, , ,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Present, , , ,Present, ,Present, ,Present, ,Absent, ,Absent,Present, , , ,Present, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
216, , ,Absent,Absent,Absent, ,Absent, , , , , , ,Present, , , , , , , , , , , , ,Absent, , , , , , ,Somalia,jigjiga clinic,Goats,13 - 24 months,Local,Female,Mange mites,-1
217, ,Absent,Absent,Absent, ,Absent,Absent, , , , ,Absent, ,Absent, , , ,Absent, ,Absent, , ,Absent, , ,Absent, , ,Absent,Absent, ,Absent,Absent,Somalia,jigjiga clinic,Camel,Older than 4 years,Cross,Female,Mastitis,-1
218, ,Present,Absent,Present,Absent,Present,Absent, , , , , , ,Present, , ,Present,Present, ,Present, ,Absent, , , ,Absent,Absent,Absent, , ,Present, , ,Amhara,kombolcha,Sheep,Older than 4 years,Local,Female,Fasciolosis,-1
219, ,Absent, ,Present,Absent,Present,Absent, , , , , , ,Present, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Present, , , ,Present, , ,Amhara,kombolcha,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
220, , ,Present,Present, ,Present,Absent, , ,Absent, , ,Absent,Present, , ,Absent,Present, ,Absent, ,Present, , , ,Absent,Present, , , , , , ,Amhara,kombolcha,Goats,Older than 4 years,Local,Female,Cowdriosis,7
223, ,Present, ,Present, , ,Present, ,Absent, , , , ,Present, , ,Present,Present, ,Present, ,Absent, , , ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Local,Male,Fasciolosis,-1
224, ,Absent,Present,Present, , ,Absent, , , , , , ,Present, , ,Absent,Present, ,Absent, ,Present, , , ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,13 - 24 months,Local,Female,Blackleg /Black quarter,-1
225, ,Absent, ,Absent, ,Present,Present, , , , , , ,Absent, , ,Absent,Present, ,Present, ,Absent, , , ,Present,Absent,Absent, , ,Absent, , ,Amhara,kombolcha,Goats,2 - 4 years,Local,Female,Trichostrongylosis,-1
226, ,Present, ,Absent,Absent, ,Absent, ,Absent,Absent, , ,Absent,Present, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,kombolcha,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,50
227, ,Absent, ,Present,Absent,Present,Absent, , , , , , ,Absent, , ,Absent,Present, ,Present, ,Present, , , ,Absent,Absent,Present, , ,Absent, , ,Amhara,kombolcha,Goats,0 - 6 months,Local,Male,Pox,-1
